mms_id,etd_id,xml_id,year,active embargo,author,title
9932238659404808,Ozkan-4Khgsr2yjt8igR9r8TxC4H,Ozkan_sunyalb_0668A_10077,2009,,Ersan Ozkan,"The Politics And Economics Of Software Intellectual Property Rights: Interacting Policies Of The United States, United Kingdom, Romania, Turkey, And International Organizations"
9932177243804808,Pangborn-cqbEpMRjNwktpBT3YWfT6E,Pangborn_sunyalb_0668A_10032,2009,,Matthew Henry Pangborn,"Specular Subjects: Technologies Of Vision In The Transatlantic Novel, 1719-1850"
9932214353404808,Pesantez-mnc3J3zXCybXVVgY9aihT8,Pesantez_sunyalb_0668A_10134,2009,,Daniel Pesantez,Continuous Glucose Monitoring Microsensor With A Nanoscale Conducting Matrix And Redox Mediator
9932200756804808,Pillai-KN9cy3YJCbTnf7uh7Dja7y,Pillai_sunyalb_0668A_10062,2009,,Shreejith Pillai,Anatomical Substrates Of Central Nervous System Plasticity Induced By Reflex Conditioning And Sensorimotor Cortex Stimulation
9932178144004808,Pizio-Dp8uMywTnrU5VWnuzndyAi,Pizio_sunyalb_0668A_10080,2009,,William Christopher Pizio,Officers' Perceptions And Experiences With Citizen Disrespect:  A Cross-National Analysis
9932173542204808,Racine-PJBuBMXsXRnwPB5MbVJSoA,Racine_sunyalb_0668A_10127,2009,,Rachael Denise Racine,Generation And Maintenance Of Protective Igm Responses During Intracellular Bacterial Infection
9932241659904808,Raso-RHSKXs89hCSvuRuwZVnSkB,Raso_sunyalb_0668A_10052,2009,,Matthew Amore Raso,The Influence Of Perceived Origins Of Learning Difficulties And Professional Role On The Acceptability Of The Iq-Achievement Discrepancy And Response To Intervention (Rti) Approaches To Learning Disability Classification
9932241660004808,Rodriguez-bfFRVXXoxnGYiR9PBHodQL,Rodriguez_sunyalb_0668A_10099,2009,,Ingrid Vanessa Rodriguez,Work-Family Conflict And Psychological Distress In U.S. Latino Mothers And Fathers: The Moderating Effects Of Familismo And Gender
9932214051904808,Rogers-b89QvVpKuju8JHznQT2d99,Rogers_sunyalb_0668A_10118,2009,,Phillip Henry Rogers,Nanocomposite Thin Films Of Au Nanoparticles Embedded In Yttria-Stabilized Zirconia For Plasmonic-Based Harsh Environment Gas Detection
9932238658904808,Rowell-cYd94EYds7UjVSTxquTeQi,ROWELL_sunyalb_0668A_10050,2009,,Danielle Rowell,"The Power Of Ideas:  A Political Social-Psychological Theory Of Democracy, Political Development, And Political Communication"
9932159049704808,Sahoo-G9ZWHjthXeKKj4FgzakXnv,Sahoo_sunyalb_0668A_10041,2009,,Santosh Kumar Sahoo,Doubly Curved Crystal Optics For Monochromatic And Diffraction Enhanced X-Ray Imaging
9932159050104808,Sahu-KNyNd35w9ttf8vZS2iQMbo,Sahu_sunyalb_0668A_10126,2009,,Indra Dev Sahu,"Multifrequency Epr Studies On Vanadyl And Nitroxide Complexes Via Bayesian Inference, Relativistic Density Functional Theory, And Lineshape Analysis"
9932198943604808,Sahu-PbU9xGG7gm4dexK7EkCGNm,Sahu_sunyalb_0668A_10113,2009,,Sohini Sahu,A Macroeconomic Analysis Of The Sources Of Economic Growth In India
9932229958904808,Saunders-TRJuq4HUqNvumRwLR5sc3L,Saunders_sunyalb_0668A_10156,2009,,Margery C. Saunders,Empowerment-Based Advocacy In Not-For-Profit Organizations
9932199554504808,Savvopoulou-WwTqua8UGhg4vjhoihL8Yf,Savvopoulou_sunyalb_0668A_10053,2009,,Anna K Savvopoulou,Almost Everywhere Convergence Of Convolution Measures
9932177243904808,Secovnie-nYoG4PGMpAFwP2LnCwck38,Secovnie_sunyalb_0668A_10030,2009,,Kelly Opal Secovnie,Translating The Transatlantic: West African Literary Approaches To African American Identity
9932229958804808,Shim-hzrMqUpwwrTFQSqfSnZiTX,Shim_sunyalb_0668A_10087,2009,,Miseung Shim,The Effects Of Organizational Culture And Climate On Employee'S Turnover In Public Child Welfare Agencies
9932226042004808,Shim-X5dEcpuhuqqkvpdzLku8Vv,Shim_sunyalb_0668A_10111,2009,,Jenna Min Shim,Location Matters: Investigation Of Responses To Intercultural Differences And Tensions As Represented In Fictional Short Stories And Films
9932229958704808,Sisselman-hyraVDgDhMDmYN2P9xnV3Y,Sisselman_sunyalb_0668A_10066,2009,,Amanda Sisselman,Domestic Violence And Faith Communities: An Exploratory Study Examining Beliefs And Experiences Of Jews And Non-Jews
9932199545104808,Sohn-P4mhktcpWsA5UgzSWkft9r,Sohn_sunyalb_0668A_10034,2009,,Kitae Sohn,Essays In Education Economics
9932178154504808,Sorin-msq8BeUY48aGmv33SBqkJw,Sorin_sunyalb_0668A_10044,2009,,Gretchen Sullivan Sorin,Keep Going:  African Americans On The Road In The Era Of Jim Crow
9932200558104808,Springer-UAjXuTTraJzaTTwX9YyLys,Springer_sunyalb_0668A_10115,2009,,Deborah Jean Springer,The Unique Impact Of Environment On The Pathogenic Yeast Cryptococcus Gattii
9932241757404808,Stotts-mtf9wCpGNXbjvQtkWmy8S9,Stotts_sunyalb_0668A_10124,2009,,Veronica Nicole Stotts,Pathways To Obesity In Women: The Role Of Coping And Emotional Eating
9932177133204808,Sun-DKBMMuh8gmvoKccEjtWw6x,Sun_sunyalb_0668A_10143,2009,,Yan Sun,The Recognition And Folding Of Ncp7 (Nucleocapsid Protein) With Tardna And Psi Site Rna Hairpin Structures From Hiv-1: A Spin Label Study
9932178449804808,Tadros-nX2ddtqSytyp72ogK5PMa2,Tadros_sunyalb_0668A_10130,2009,,Mazin D. Tadros,"Fishers Of Men, The Jesuits In Bilad Al-Sham, 1625-1660"
9932174656204808,Tao-ahgyVCPNGQnVCe43iP2hkR,Tao_sunyalb_0668A_10104,2009,,Lin Tao,"Biomonitoring Of Perfluorochemicals In Human Blood, Breast Milk, Saliva, And Urine"
9932206753604808,Taylor-ivHQqPVa9EBykTtHZefeaN,Taylor_sunyalb_0668A_10067,2009,,Jean M. Taylor,Continuing Medical Education For Pathologists: Linking Commitment To Change Statements And Reasons For Participation To Practice Change
9932214052204808,Tileli-apoFkvFgGWV4gcWn64Tcer,Tileli_sunyalb_0668A_10108,2009,,Vasiliki Tileli,Progress Towards Critical Dimension Low Vacuum Scanning Electron Microscopy
9932177133004808,Topilina-fdUj82Pqs27SL5Prp4mwzC,Topilina_sunyalb_0668A_10068,2009,,Natalya I. Topilina,"Genetically Engineered Repetitive Polypeptides: Design, Synthesis, Characterization, And Applications"
9932178144104808,Vasquez-dD8ch66iibwrxfWvq8oz87,Vasquez_sunyalb_0668A_10072,2009,,Bob Edward Vasquez,Modeling Peer Influence And Peer Selection As Processes
9932177133404808,Virkler-DvhFnsiGPGitQmsfvLmQyZ,Virkler_sunyalb_0668A_10114,2009,,Kelly Virkler,Raman Spectroscopy Of Body Fluids: A Nondestructive Identification Technique For Forensic Applications
9932251460204808,Walf-kqahZjRNd5UzawBJHq7u5F,Walf_sunyalb_0668A_10042,2009,,Alicia Ann Walf,"The Effects, Brain Targets, And Mechanisms Of Estradiol For Affective Behavior"
9932198953204808,Wedrychowicz-4nMgWeogFqmPWVUu2AfCxo,Wedrychowicz_sunyalb_0668A_10043,2009,,Christopher Michael Wedrychowicz,Almost Everywhere Convergence Of Weighted Ergodic Averages
9932226056004808,Wu-6AkzCTKdAa4fSxjBCqbnME,Wu_sunyalb_0668A_10063,2009,,Yi-Jung Wu,A Case Study Of Intended And Implemented Tanf Policies In The New York State Bridge Program
